0,0,4,0,0,4,2,2,0,0,1
0,1,3,0,1,3,1,1,0.333333,0.666667,0
0,1,3,0,1,3,1,2,0,0,1
0,1,3,0,1,3,2,2,0,0,1
0,1,3,0,2,2,1,1,0.333333,0.666667,0
0,1,3,0,2,2,1,2,0,0,1
0,1,3,0,2,2,2,2,0,0,1
0,1,3,0,3,1,1,1,0.333333,0.666667,0
0,1,3,0,3,1,1,2,0,0,1
0,1,3,0,3,1,2,2,0,0,1
0,1,3,0,4,0,1,1,0.325,0.675,0
0,1,3,0,4,0,1,2,0,0,1
0,2,2,0,1,3,1,1,0.333333,0.666667,0
0,2,2,0,1,3,1,2,0,0,1
0,2,2,0,1,3,2,2,0,0,1
0,2,2,0,2,2,1,1,0.275362,0.550725,0.173913
0,2,2,0,2,2,1,2,0,0,1
0,2,2,0,2,2,2,2,0,0,1
0,2,2,0,3,1,1,1,0.268293,0.536585,0.195122
0,2,2,0,3,1,1,2,0,0,1
0,2,2,0,3,1,2,2,0,0,1
0,2,2,0,4,0,1,1,0.263342,0.536854,0.199804
0,2,2,0,4,0,1,2,0,0,1
0,3,1,0,1,3,1,1,0.333333,0.666667,0
0,3,1,0,1,3,1,2,0,0,1
0,3,1,0,1,3,2,2,0,0,1
0,3,1,0,2,2,1,1,0.268293,0.536585,0.195122
0,3,1,0,2,2,1,2,0,0,1
0,3,1,0,2,2,2,2,0,0,1
0,3,1,0,3,1,1,1,0.257134,0.514269,0.228597
0,3,1,0,3,1,1,2,0,0,1
0,3,1,0,3,1,2,2,0,0,1
0,3,1,0,4,0,1,1,0.251618,0.511611,0.23677
0,3,1,0,4,0,1,2,0,0,1
0,4,0,0,1,3,1,1,0.325,0.675,0
0,4,0,0,1,3,1,2,0,0,1
0,4,0,0,2,2,1,1,0.263342,0.536854,0.199804
0,4,0,0,2,2,1,2,0,0,1
0,4,0,0,3,1,1,1,0.251618,0.511611,0.23677
0,4,0,0,3,1,1,2,0,0,1
0,4,0,0,4,0,1,1,0.246154,0.507691,0.246154
0,4,0,1,0,3,0,1,1,0,0
0,4,0,1,0,3,1,2,0,0,1
0,4,0,1,1,2,0,1,1,0,0
0,4,0,1,1,2,1,1,0.248031,0.503937,0.248031
0,4,0,1,1,2,1,2,0,0,1
0,4,0,1,2,1,0,1,1,0,0
0,4,0,1,2,1,1,1,0.248031,0.503937,0.248031
0,4,0,1,2,1,1,2,0,0,1
0,4,0,1,3,0,0,1,1,0,0
0,4,0,1,3,0,1,1,0.23677,0.511611,0.251618
0,4,0,2,0,2,0,1,1,0,0
0,4,0,2,0,2,1,2,0,0,1
0,4,0,2,1,1,0,1,1,0,0
0,4,0,2,1,1,1,1,0.248031,0.503937,0.248031
0,4,0,2,1,1,1,2,0,0,1
0,4,0,2,2,0,0,1,1,0,0
0,4,0,2,2,0,1,1,0.199804,0.536854,0.263342
0,4,0,3,0,1,0,1,1,0,0
0,4,0,3,0,1,1,2,0,0,1
0,4,0,3,1,0,0,1,1,0,0
0,4,0,3,1,0,1,1,0,0.675,0.325
1,0,3,0,4,0,0,1,1,0,0
1,0,3,0,4,0,1,2,0,0,1
1,1,2,0,4,0,0,1,1,0,0
1,1,2,0,4,0,1,1,0.248031,0.503937,0.248031
1,1,2,0,4,0,1,2,0,0,1
1,2,1,0,4,0,0,1,1,0,0
1,2,1,0,4,0,1,1,0.248031,0.503937,0.248031
1,2,1,0,4,0,1,2,0,0,1
1,3,0,0,4,0,0,1,1,0,0
1,3,0,0,4,0,1,1,0.23677,0.511611,0.251618
1,3,0,1,3,0,0,0,1,0,0
1,3,0,1,3,0,0,1,1,0,0
1,3,0,1,3,0,1,1,0.228597,0.514269,0.257134
1,3,0,2,2,0,0,0,1,0,0
1,3,0,2,2,0,0,1,1,0,0
1,3,0,2,2,0,1,1,0.195122,0.536585,0.268293
1,3,0,3,1,0,0,0,1,0,0
1,3,0,3,1,0,0,1,1,0,0
1,3,0,3,1,0,1,1,0,0.666667,0.333333
2,0,2,0,4,0,0,1,1,0,0
2,0,2,0,4,0,1,2,0,0,1
2,1,1,0,4,0,0,1,1,0,0
2,1,1,0,4,0,1,1,0.248031,0.503937,0.248031
2,1,1,0,4,0,1,2,0,0,1
2,2,0,0,4,0,0,1,1,0,0
2,2,0,0,4,0,1,1,0.199804,0.536854,0.263342
2,2,0,1,3,0,0,0,1,0,0
2,2,0,1,3,0,0,1,1,0,0
2,2,0,1,3,0,1,1,0.195122,0.536585,0.268293
2,2,0,2,2,0,0,0,1,0,0
2,2,0,2,2,0,0,1,1,0,0
2,2,0,2,2,0,1,1,0.173913,0.550725,0.275362
2,2,0,3,1,0,0,0,1,0,0
2,2,0,3,1,0,0,1,1,0,0
2,2,0,3,1,0,1,1,0,0.666667,0.333333
3,0,1,0,4,0,0,1,1,0,0
3,0,1,0,4,0,1,2,0,0,1
3,1,0,0,4,0,0,1,1,0,0
3,1,0,0,4,0,1,1,0,0.675,0.325
3,1,0,1,3,0,0,0,1,0,0
3,1,0,1,3,0,0,1,1,0,0
3,1,0,1,3,0,1,1,0,0.666667,0.333333
3,1,0,2,2,0,0,0,1,0,0
3,1,0,2,2,0,0,1,1,0,0
3,1,0,2,2,0,1,1,0,0.666667,0.333333
3,1,0,3,1,0,0,0,1,0,0
3,1,0,3,1,0,0,1,1,0,0
3,1,0,3,1,0,1,1,0,0.666667,0.333333
4,0,0,4,0,0,0,0,1,0,0
